date,match,score,predicted,actual,confidence,p_home,p_draw,p_away
2026-06-19,USA vs Australia,2-0,Home win,Home win,0.45542975832158106,0.45542975832158106,0.27456801150526244,0.27000223017315644
2026-06-20,Netherlands vs Sweden,5-1,Home win,Home win,0.5840934106219579,0.5840934106219579,0.24093639882218754,0.17497019055585455
2026-06-20,Tunisia vs Japan,0-4,Away win,Away win,0.5626376682962702,0.14172915594783927,0.29563317575589054,0.5626376682962702
2026-06-20,Germany vs Côte d'Ivoire,2-1,Home win,Home win,0.5687583206117363,0.5687583206117363,0.25038345385504585,0.18085822553321784
2026-06-20,Ecuador vs Curaçao,0-0,Home win,Draw,0.7988133603827149,0.7988133603827149,0.15975400142463156,0.04143263819265354
2026-06-21,Belgium vs IR Iran,0-0,Home win,Draw,0.4522519410059533,0.4522519410059533,0.2838309328627686,0.26391712613127805
2026-06-21,New Zealand vs Egypt,1-3,Away win,Away win,0.38703909334690106,0.27907169589068903,0.33388921076240996,0.38703909334690106
2026-06-21,Spain vs Saudi Arabia,4-0,Home win,Home win,0.7900527028578425,0.7900527028578425,0.1536101326701272,0.05633716447203046
2026-06-21,Uruguay vs Cape Verde,2-2,Home win,Draw,0.7212568721687491,0.7212568721687491,0.2084551668346638,0.07028796099658714
2026-06-22,France vs Iraq,3-0,Home win,Home win,0.718252865995469,0.718252865995469,0.2067523943134008,0.07499473969113025
2026-06-22,Norway vs Senegal,3-2,Away win,Home win,0.3615297430249721,0.34302923536007096,0.2954410216149569,0.3615297430249721
2026-06-22,Argentina vs Austria,2-0,Home win,Home win,0.7272403194133699,0.7272403194133699,0.20388674052802971,0.06887294005860042
2026-06-22,Jordan vs Algeria,1-2,Away win,Away win,0.541415735906231,0.18143133968851924,0.27715292440524986,0.541415735906231
2026-06-23,Portugal vs Uzbekistan,5-0,Home win,Home win,0.6087375655069435,0.6087375655069435,0.26662077271810547,0.12464166177495112
2026-06-23,Colombia vs DR Congo,1-0,Home win,Home win,0.7428592838210554,0.7428592838210554,0.19168944581440056,0.06545127036454404
2026-06-23,England vs Ghana,0-0,Home win,Draw,0.7530128002020796,0.7530128002020796,0.1882106209883333,0.0587765788095872
2026-06-23,Panama vs Croatia,0-1,Away win,Away win,0.5504803569850643,0.16289316397488604,0.2866264790400498,0.5504803569850643
2026-06-24,Morocco vs Haiti,4-2,Home win,Home win,0.6448482517878326,0.6448482517878326,0.24912476296486052,0.106026985247307
2026-06-24,Bosnia and Herzegovina vs Qatar,3-1,Home win,Home win,0.36332167683604916,0.36332167683604916,0.3053213108236951,0.3313570123402558
2026-06-24,Scotland vs Brazil,0-3,Away win,Away win,0.8145314082184312,0.047996466778326356,0.13747212500324257,0.8145314082184312
2026-06-24,South Africa vs Korea Republic,1-0,Away win,Home win,0.5433887269082217,0.14070691285974138,0.31590436023203694,0.5433887269082217
2026-06-24,Mexico vs Czech Republic,3-0,Home win,Home win,0.6219212412942551,0.6219212412942551,0.2460703169216065,0.13200844178413845
2026-06-24,Canada vs Switzerland,1-2,Home win,Away win,0.42360474355881983,0.42360474355881983,0.27391533570897175,0.3024799207322085
2026-06-25,USA vs Turkey,2-3,Home win,Away win,0.5321706679304105,0.5321706679304105,0.23840262418295033,0.22942670788663927
2026-06-25,Paraguay vs Australia,0-0,Draw,Draw,0.3459740175386613,0.3303747651569159,0.3459740175386613,0.3236512173044228
2026-06-25,Curaçao vs Côte d'Ivoire,0-2,Away win,Away win,0.6296339206386612,0.11210193164904994,0.2582641477122889,0.6296339206386612
2026-06-25,Ecuador vs Germany,2-1,Home win,Home win,0.37649745110496496,0.37649745110496496,0.3021885159812746,0.32131403291376043
2026-06-25,Japan vs Sweden,1-1,Home win,Draw,0.5148004023778309,0.5148004023778309,0.2827769267841125,0.2024226708380566
2026-06-25,Tunisia vs Netherlands,1-3,Away win,Away win,0.5852020069338312,0.14142147432158086,0.27337651874458796,0.5852020069338312
2026-06-26,New Zealand vs Belgium,0-3,Away win,Away win,0.6146393078201795,0.13295796114422515,0.25240273103559546,0.6146393078201795
2026-06-26,Egypt vs IR Iran,1-1,Away win,Draw,0.4421349844232019,0.2345632665005019,0.32330174907629616,0.4421349844232019
