year,team,win_prob,is_winner
1982,Argentina,0.8193358788285143,0
1982,Spain,0.19009717932657438,0
1982,Germany,0.09248377849787184,0
1982,Italy,0.03951141128759974,1
1982,Peru,0.02215453184555551,0
1982,Poland,0.019136806888335866,0
1982,Cameroon,0.017453361951993134,0
1982,England,0.006776096017264983,0
1982,Czech Republic,0.004157832869570489,0
1982,Chile,0.004108187866460882,0
1982,Austria,0.003467113848075202,0
1982,Serbia,0.0029680656247134582,0
1982,Russia,0.0022631921866182866,0
1982,Belgium,0.0007272134239722118,0
1982,France,0.0006868980794813644,0
1982,Hungary,0.00022420013942137527,0
1982,Northern Ireland,0.00018422754082235063,0
1982,Kuwait,0.00010451608879898443,0
1982,New Zealand,0.00010044345493792983,0
1982,Scotland,9.382950416043015e-05,0
1982,El Salvador,9.151049523486173e-05,0
1982,Honduras,6.8748745353903e-05,0
1986,Germany,0.3308794507624793,0
1986,Italy,0.19126527620348094,0
1986,Denmark,0.17160955426669616,0
1986,Morocco,0.08109845175586715,0
1986,Paraguay,0.07898518612174849,0
1986,Brazil,0.02802335863932714,0
1986,Mexico,0.0229499698610175,0
1986,Iraq,0.01636615661746362,0
1986,Spain,0.0149876894089234,0
1986,Uruguay,0.009400503564536358,0
1986,England,0.008100036467204117,0
1986,Hungary,0.007702182758756143,0
1986,Portugal,0.006407566193753002,0
1986,France,0.006134677292895878,0
1986,Argentina,0.00445361026247318,1
1986,Poland,0.00224975478347361,0
1986,Bulgaria,0.0016890253072863863,0
1986,South Korea,0.0011257188159366279,0
1986,Belgium,0.0009513502729116496,0
1986,Scotland,3.904984965094072e-05,0
1986,Northern Ireland,3.450645899973421e-05,0
1986,Canada,3.3024372260361216e-05,0
1986,Russia,2.610612430057834e-06,0
1990,Argentina,0.7670771077576589,0
1990,Romania,0.30052792096065306,0
1990,Uruguay,0.19005348454718546,0
1990,Italy,0.1592366941878771,0
1990,Cameroon,0.13890837573338885,0
1990,Czech Republic,0.03879852034955709,0
1990,Colombia,0.036407741629083584,0
1990,Ireland,0.010805165451315156,0
1990,Serbia,0.010470457375600433,0
1990,Egypt,0.0077727602744457605,0
1990,Germany,0.002663919404655737,0
1990,Costa Rica,0.0020111798457086044,0
1990,Spain,0.0017727746021331768,0
1990,Netherlands,0.0005085656636744913,0
1990,Austria,0.0004268905319853262,0
1990,South Korea,0.0003589074861896245,0
1990,England,0.00026059388476369513,0
1990,Sweden,9.995651162865804e-05,0
1990,UAE,4.0601639031576454e-05,0
1990,Brazil,3.845725385732851e-05,0
1990,Belgium,1.1779567217429212e-05,0
1990,Scotland,6.953103532388871e-07,0
1994,Argentina,0.32767782829783076,0
1994,Romania,0.16040493860114122,0
1994,Brazil,0.11489020995929083,1
1994,Italy,0.035877309815825056,0
1994,Bulgaria,0.018322197032422643,0
1994,Germany,0.01356628672242704,0
1994,Russia,0.011662864856788765,0
1994,Colombia,0.004874042028705333,0
1994,Netherlands,0.004235746384774204,0
1994,Saudi Arabia,0.00313345578501362,0
1994,Spain,0.00277672540732961,0
1994,Greece,0.0008956498004110841,0
1994,Ireland,0.0005205480832608468,0
1994,Sweden,4.062582549216025e-05,0
1994,South Korea,3.2145892039012736e-05,0
1994,Norway,3.152575467609486e-05,0
1994,Switzerland,1.863909213802858e-05,0
1994,Mexico,9.582655605599634e-06,0
1994,Morocco,7.893163050801478e-07,0
1994,Bolivia,9.620837013204908e-09,0
1994,Nigeria,1.348373888629286e-09,0
1994,Cameroon,1.0868450220532663e-10,0
1998,Argentina,0.07293700146059548,0
1998,France,0.05494901971884092,1
1998,Croatia,0.049544159233654975,0
1998,Denmark,0.035517410438814824,0
1998,Serbia,0.0165713172094937,0
1998,Italy,0.014549143223673155,0
1998,Nigeria,0.01388689243509037,0
1998,Brazil,0.005426896495385857,0
1998,Romania,0.0037755387773570973,0
1998,Germany,0.002057024128827259,0
1998,Iran,0.0013694777331767652,0
1998,Cameroon,0.0010415010918152776,0
1998,Paraguay,0.0007217125201918729,0
1998,Colombia,0.0006975574235051304,0
1998,Morocco,0.00047994863861834446,0
1998,Spain,0.0002594899074947998,0
1998,Saudi Arabia,0.00018280000583699918,0
1998,Bulgaria,6.0259275536709944e-05,0
1998,Austria,5.486528448454065e-05,0
1998,Jamaica,4.401404622203536e-05,0
1998,Tunisia,4.3322947383972964e-05,0
1998,South Korea,3.739737877035686e-05,0
1998,Mexico,2.8288045827986165e-05,0
1998,Netherlands,3.273647868187498e-06,0
1998,Norway,3.262533900678289e-06,0
1998,England,2.3033934638456264e-06,0
1998,Chile,1.4524265487700195e-06,0
1998,Japan,1.6515604791990098e-07,0
1998,Belgium,4.629506202312555e-08,0
1998,Scotland,1.140960608623728e-08,0
2002,South Korea,0.994133628108482,0
2002,France,0.9901861445267396,0
2002,England,0.80395384107525,0
2002,Germany,0.6799863500509391,0
2002,Argentina,0.5938701477764061,0
2002,Spain,0.2353836249678305,0
2002,Sweden,0.19119520659165504,0
2002,Turkey,0.06051048983978655,0
2002,Slovenia,0.048486393937965014,0
2002,Brazil,0.04677961366047675,1
2002,Belgium,0.03086329585068373,0
2002,Poland,0.030476484213880294,0
2002,Croatia,0.027974563262460873,0
2002,Italy,0.026725346423377896,0
2002,Senegal,0.026278439743906593,0
2002,Russia,0.02158809493722192,0
2002,Portugal,0.01439157831994285,0
2002,Japan,0.01419046385844543,0
2002,Denmark,0.008591600278003295,0
2002,Nigeria,0.003113465319698061,0
2002,Ecuador,0.0014868522548854642,0
2002,Saudi Arabia,0.0008190813214234978,0
2002,South Africa,0.0005587948476078246,0
2002,Uruguay,0.00037413001328358595,0
2002,Cameroon,0.00023077887978534232,0
2002,Costa Rica,0.00012661861127142806,0
2002,Mexico,6.123822708281231e-05,0
2002,Paraguay,5.0785054046629845e-05,0
2002,Tunisia,4.468709607879349e-05,0
2002,Ireland,2.8267305200934837e-07,0
2002,China,1.351985631553221e-09,0
2006,Argentina,0.7181693284894745,0
2006,Brazil,0.40482773257488375,0
2006,Germany,0.3756237780760637,0
2006,France,0.19257780083211753,0
2006,Ukraine,0.03631017756331231,0
2006,Italy,0.022942847245154285,1
2006,Ghana,0.003936937942956061,0
2006,Czech Republic,0.003735291147128608,0
2006,Spain,0.0017037946287143803,0
2006,Ivory Coast,0.001238362479877126,0
2006,Portugal,0.0008184270023856694,0
2006,England,0.0006899053944163306,0
2006,Ecuador,0.0004154618707650804,0
2006,Serbia,0.00026414876863107726,0
2006,Croatia,0.00025942894910833893,0
2006,Iran,0.0001320034011412244,0
2006,Mexico,0.00012344007265287454,0
2006,Costa Rica,8.598287212021856e-05,0
2006,Poland,8.16713225870783e-05,0
2006,Paraguay,7.387117892743932e-05,0
2006,South Korea,3.0444245681606002e-05,0
2006,Sweden,2.996582497972378e-05,0
2006,Togo,8.450603267885255e-06,0
2006,Japan,7.690155599190141e-06,0
2006,Australia,3.68964988226051e-06,0
2006,Tunisia,3.6633616774748197e-06,0
2006,Saudi Arabia,1.4374461401286091e-06,0
2006,Trinidad and Tobago,6.842951221259436e-07,0
2006,Switzerland,3.6654957981179106e-08,0
2006,Netherlands,7.185663173540993e-09,0
2010,Argentina,0.8518760722756615,0
2010,Italy,0.8002478034471906,0
2010,Brazil,0.6185025908379477,0
2010,England,0.06482727521280389,0
2010,Germany,0.05704874966724435,0
2010,Netherlands,0.023256344059260716,0
2010,France,0.020778250556669937,0
2010,Uruguay,0.01012564271317944,0
2010,Slovenia,0.006235527921476215,0
2010,Chile,0.004069473927368795,0
2010,South Korea,0.00397129729925963,0
2010,Spain,0.003545683155548209,1
2010,Portugal,0.0028440963593006387,0
2010,Serbia,0.002124978691355479,0
2010,Denmark,0.0019627614954624115,0
2010,Ghana,0.0017457161384570859,0
2010,Cameroon,0.0010058590064512141,0
2010,Slovakia,0.0007236350332845392,0
2010,Greece,0.00031499671399672167,0
2010,Paraguay,0.000144302104778805,0
2010,Honduras,9.711968024843796e-05,0
2010,Sweden,8.925153348123548e-05,0
2010,Mexico,5.875185790502975e-05,0
2010,Ivory Coast,5.1372015260869996e-05,0
2010,Nigeria,3.145130418311607e-05,0
2010,Switzerland,3.0300280978535572e-05,0
2010,Australia,4.100749399384379e-06,0
2010,Japan,3.925630085688174e-06,0
2010,North Korea,3.3810179263672137e-06,0
2010,South Africa,2.9009834070736843e-07,0
2010,New Zealand,6.895956935298862e-08,0
2014,Spain,0.9749586221838589,0
2014,Italy,0.8002306634005317,0
2014,France,0.7677910722700136,0
2014,Brazil,0.5937768656364733,0
2014,Argentina,0.5114599732494476,0
2014,Germany,0.15183124935531256,1
2014,Uruguay,0.13410462871517756,0
2014,Bosnia and Herzegovina,0.10924489051222105,0
2014,Croatia,0.06969204800550208,0
2014,Belgium,0.01966271593821589,0
2014,England,0.016219274019285457,0
2014,Colombia,0.014684968762147923,0
2014,Chile,0.013055111411242224,0
2014,Greece,0.008956930899607802,0
2014,Iran,0.008927773660099201,0
2014,Russia,0.008908384599558871,0
2014,Portugal,0.007504700857864229,0
2014,South Korea,0.0064375781315451405,0
2014,Netherlands,0.005163497522823792,0
2014,Nigeria,0.0009031519172587656,0
2014,Ghana,0.0005773223257161031,0
2014,Ecuador,0.0004962870242826254,0
2014,Costa Rica,0.0003725755710320359,0
2014,Switzerland,0.00029054055100336906,0
2014,Honduras,0.00016728132764513287,0
2014,Mexico,7.069698218060982e-05,0
2014,Cameroon,2.1554445106817354e-05,0
2014,Japan,2.145812793159234e-05,0
2014,Australia,1.00067331406871e-05,0
2014,Ivory Coast,4.093763853306691e-07,0
2018,Germany,0.9087878175868617,0
2018,France,0.8684227098933605,1
2018,Spain,0.7622529222693825,0
2018,Argentina,0.24239051392269156,0
2018,Belgium,0.18813351424607228,0
2018,Croatia,0.146199118879644,0
2018,England,0.13263617011364343,0
2018,Brazil,0.10210776330923912,0
2018,Poland,0.06209132304738078,0
2018,Uruguay,0.05931312852090169,0
2018,Russia,0.020314513075754277,0
2018,Portugal,0.020063050288743528,0
2018,Switzerland,0.009043073385060597,0
2018,Colombia,0.007410508299434217,0
2018,South Korea,0.0060706260548555446,0
2018,Nigeria,0.003378220543358778,0
2018,Egypt,0.0032595773547939894,0
2018,Denmark,0.0021175194158904375,0
2018,Serbia,0.002075783869252256,0
2018,Morocco,0.0015846121275703803,0
2018,Iran,0.0013609154867191215,0
2018,Peru,0.0011874421142210592,0
2018,Sweden,0.0008498668823723084,0
2018,Iceland,0.0007241166004920248,0
2018,Mexico,0.00018689479236550364,0
2018,Costa Rica,0.0001504106378239153,0
2018,Panama,0.0001289001793100364,0
2018,Japan,0.00012781547524380802,0
2018,Saudi Arabia,8.538051734469856e-05,0
2018,Australia,7.335953521075031e-05,0
2018,Tunisia,2.1523025010325923e-05,0
2018,Senegal,1.0930180150397802e-05,0
2022,France,0.969947857015185,0
2022,Germany,0.7336132440551494,0
2022,Argentina,0.6349303781616201,1
2022,Spain,0.5978613823960816,0
2022,England,0.5814990837775011,0
2022,Croatia,0.28143439476578497,0
2022,Belgium,0.20427021373672688,0
2022,Brazil,0.12992555763699506,0
2022,Netherlands,0.036438242503545985,0
2022,Portugal,0.031247010641208908,0
2022,Morocco,0.024953583354784377,0
2022,Poland,0.016369145800833127,0
2022,Uruguay,0.014215299982297848,0
2022,Senegal,0.011767336054736484,0
2022,Qatar,0.006525049448712985,0
2022,Serbia,0.004473429938652832,0
2022,South Korea,0.0038983403999651983,0
2022,Wales,0.0037466424347480554,0
2022,Denmark,0.003242981517533037,0
2022,Switzerland,0.0030255866363381382,0
2022,Iran,0.0025366122211227388,0
2022,Cameroon,0.0019548539969389996,0
2022,Ecuador,0.0014614855432323998,0
2022,Ghana,0.001359539096228088,0
2022,Canada,0.00039393464945697374,0
2022,Japan,0.0001944737118380311,0
2022,Mexico,0.00013209349383283813,0
2022,Saudi Arabia,7.076642739649419e-05,0
2022,Australia,6.908543122796543e-05,0
2022,Costa Rica,3.705770924581067e-05,0
2022,Tunisia,2.5787770276543493e-05,0
